Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15010.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15013.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15011.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15014.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15012.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15015.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_1_15017.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_2_15018.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_3_15019.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_1_15021.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_2_15022.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_3_15023.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_1_15025.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_2_15026.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_3_15027.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_1_15029.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_2_15030.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_3_15031.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_1_15033.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_2_15034.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_3_15035.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_1_15037.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_2_15038.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_3_15039.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_1_15041.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_2_15042.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_3_15043.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_1_15371.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_2_15372.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_3_15373.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15375.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15443.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15376.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15444.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15377.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15445.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15379.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15447.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15380.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15448.d
Q96F44	Q96F44	TRI11_HUMAN	TRIM11	E3 ubiquitin-protein ligase TRIM11	2891.65	2501.25	3055.9	2772.52	3191.75	3459.09	2463.61	2559.38	2663.19	2046.08	2351.73	2388.77	3088.89	2986.8	2909.21	3030.89	2526.34	3132.75				14618.4		6880.56	4259.24	7338.95	5107.65	2913.05	2773.02	2905.62	18400.6			12892.9	11203.6	10150.8	7430.69	8527.29		8399.34
Q96F63	Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	6682.95	7696	7430.88	6502.21	6403.7	7635.38	7195.56	7323.75	7290.93	8077.67	7959.5	8383.11	8742.43	8527.3	8199.6	8401.73	7069.87	7186.78				8482.3	5183.48	4523.73	5762.48	5518.01	9950.65	6845.21	8349.26	8593.22							3107.9	5864.98	6447.56	5782.4
Q96F86	Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	4776.21	4097.69	4618.72	4410.18	4533.06	4945.5	4548.89	5036.54	4716.42	3897.9	4369.61	4779.76	3882.92	3860.41	4045.34	3791.27	3236.11	4606.36					5415.13		6343.2	6345.87	6547.26	3081.15	3203.46	3867.09		1878.48		8107.86		3653.24	4291.44	5203.32	4511.1	5850.83
Q96FK6	Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	1366.91	1732.46	2046.36		1248.68	1477.74	1826.85	1883.43	1826.69	2099.47	2010.57	2422.07	2178.66	1804.84	2122.26	2612.84	2141.34	2613.79								1342.71		2542.86	1430.65	2459.26						5171.31	1470.8	2951.04		3418.74
Q96FS4	Q96FS4	SIPA1_HUMAN	SIPA1	Signal-induced proliferation-associated protein 1	1005.26	951.789	1275.98	845.525	1039.68	1392.16	831.136	1044.41	1297.64	1204.58	1232.95	873.709	701.191	1128.73	739.73	1092.46	814.063	780.798					1224.72				2170.77	703.22	906.005	1179.67								942.59	3651.61	2100.58
Q96FV2	Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	21882.4	20820.9	21009.5	16409	19581.8	17788.3	17015.6	17593.7	16475.5	13726	13223.8	11243.6	16835.3	16939.7	19212.2	31561.7	29486.2	29744	47109.7	40546.2	41743.4	6037.21		6780.78	7786.46	6202.39	14294.7	22291.4	18602.6	20504.1	17880.4	8886.6	13150.6			6390.33	7465.4	7617.81	9201.57	13064.5
Q96FV9	Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	3132.07	3517.5	3036.85	4348.98	3433.67	4246.46	3721.97	3875.69	3855.17	2965.82	3244.7	2835.64	3122.34	3053.04	3145.43	3268.39	3059.94	3715.08				5894.91			2907.85	2025.19	6704.98	4286.7	4000.25	4055.68							5682.74	5015.03	5442.91	6666.91
Q96FX7	Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	3197.47	3577.63	3490.98	2603.45	3895.83	3393.4	3476.58	4254.85	4955.87	3511.64	3883.49	4266.9	4877.75	4662.35	4149.01	5400.59	5893.3	5389.75								1008.81		3793.52	4727.06	4202.94										4409.66
Q96FZ2	Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	1955.91	1571.43	1634.99	1307.2	1614.34	2370.38	1758.22	1731.86	1819.05	1897.93	1821.81	1450.4	1541.03	1708.98	1740.13	1444.21	1315.17	1461.84	28998.5				3085.1	4458.38		4317.03		1286.01	1627.73	1669.15								2516.09		3109.23
Q96G01	Q96G01	BICD1_HUMAN	BICD1	Protein bicaudal D homolog 1	806.321	451.858	528.175	852.284	551.825	621.568	656.317	495.352	668.915	868.25	397.977	229.164	498.348	702.6	381.466	204.84	453.742	382.516				936.426					1647.47	881.393	782.712	463.233								791.481		
Q96G03	Q96G03	PGM2_HUMAN	PGM2	Phosphopentomutase	143078	145158	144853	137014	145859	139198	139523	140834	137141	122273	123940	122226	139854	136265	139333	191995	194370	185175	829222	776665	769596	43958.7	36988	42147.2	47977.7	47114.9	41637.6	154163	147593	149341	57060.9	38171.6	52178.9	48019.5	56503.3	49330.9	44394.6	40308.4	41192.7	44393.9
Q96G46	Q96G46	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	26629.7	28161	30674	26355.1	27952.2	26854.5	29829.1	27945	28913.6	28556.9	29166.6	30863.6	30410.5	30026.9	30712.2	32055.9	31584.1	31861.3	3459.41	5558.27	7993.58	20037.2	19025.3	19352.9	15172.8	13709	15767	28368.4	28481.7	27730.2	22673.9	15238.9	41352.1	16547.9	40001.9	12597.5	15613.1	14270.5	17091.3	16834.7
Q96G61	Q8NFP7;Q96G61	NUD11_HUMAN	NUDT11	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	11556.2	12358.5	13055.8	12482.5	12759.9	13360.3	13104.6	11888.4	12216.8	8361.48	8861.86	9704.03	10403.2	12324.7	12258.2	17215.2	17958.7	16112.1				7561.08		1615.9	11616.5	4017.67	4886.11	14010.9	13284	13015.6		6235.12			6608.97		3251.97	7576.41		6149.31
Q96GA3	Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	7133.78	8210.83	7547.05	7272.22	7360.05	7536.45	7131.44	8141.99	8147.96	6423.78	6354.8	6867.59	7814.21	7668.59	7483.22	8523.04	8942.56	8529.85				7266.45	9233.71	3548.8	9604.19	5404.3	8508.33	8733.44	8523.07	8196.73		8602.69	12682.4	25502.9	7910.41	7767.95	9560.78	7604.85	8266.92	8495.78
Q96GD0	Q96GD0	PLPP_HUMAN	PDXP	Chronophin	115713	114381	112400	118247	113247	116675	111618	111542	104888	92732.9	87416.1	86324.9	101925	99466.7	90879.7	144420	143386	146250	35408.9	9235.88	16676.3	51632	50510.1	53051.9	44036.5	41899.4	39925.8	111574	120608	112284	48268.2	36278.1	45584.3	42448.1	42779.8	42732.6	47449.7	45159.4	43257.9	51881
Q96GG9	Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	5710.48	4743.65	5666.45	5343.44	5332.95	6116.3	4667.49	5480.55	5516.25	4832.85	3754.44	2860.26	5226.11	5312.72	5582.78	4174.79	4358.97	4466.2						7533.43	4994.34	5421.08	3417.84	5411.54	5500.32	6447.32	7368.75	5254.97			13108.3		3645.54	3780.44	7710.87	4634.94
Q96GK7	Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	24287.1	28342.8	25748.3	23999.8	25524.9	26249.8	24472.1	25859.7	25343.2	22757.6	23405.8	24448.1	22930	23735.1	23446.3	35317.6	36363.5	33933.6		3209.26		2583.83	6290.45	6884.6	7308.65	8070.18	7859.78	31807.4	33888.8	32444.1	11360.5	5248.16		12523.9	8652.94	6892.92	6156.75	7003.01	7440.28	6961.73
Q96GM8	Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	5092.02	4554.73	4819.41	4526.88	5130.79	4734.85	5157.84	4676.68	4693.41	4171.08	4318.74	4565.38	4802.91	4798.2	5200.53	4825.44	4638.82	4863.2				4677.52	7496.86			3887.6	3372.11	4811.14	5018.5	5673.92		4144.58		6903.19			5243.39	5649.12	6818.25	3739.03
Q96GQ7	Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	5580.29	6317.2	5832.2	6336.95	5981.59	7046.32	5554.25	6159.03	6645.01	5554.75	5632.43	5067.78	5392.12	5217.6	5501.88	4935.17	5846.53	4937.29				5870.18		5656.62	6210.09	6278.91	8564.91	6766.76	6200	6482.36							4135.89	7889.5	7177.6	5453.28
Q96GS4	Q96GS4	BORC6_HUMAN	BORCS6	BLOC-1-related complex subunit 6	1488.55	1495.79	1190.93		1528.01	1398.01	850.194	797.692	401.505	862.201		631.406	967.903	891.467	992.026	1394.68	932.428	2259.33									2899.13	550.589	654.969	1154.1										
Q96GU1	Q96GU1	PAGE5_HUMAN	PAGE5	P antigen family member 5																			32638.9	24163.2	32678																			
Q96GX2	Q96GX2	A7L3B_HUMAN	ATXN7L3B	Ataxin-7-like protein 3B											1881.62											10172.3	9868.8	9885.9	5014.26	7573.34	11837	5634.35	5644.56	6105.27	11548.8	7721.44				10780.2	6470.18	7632.44	7246.52	9216.04
Q96GX5	Q96GX5	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall	1708.52	1590.88	1400.73	1359.56	1670.42	1195.47	2135.64	1663	1476.72	1797.78	1845.17	1877.11	1294.71	1178.78	1467.67	1249.8	1370.5	1433.49										2243.88	1564.77	1479.97								1642.82		1632.73
Q96GX9	Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	9847.18	7988.26	9610.62	9250.74	10373.2	8531.75	8119.16	8032.48	8181.98	9152.57	8133.04	8391.55	10462.2	11614.9	11781.3	11840.1	11866.8	12525		2590.68	1822.42			5445.05	3374.98	1595.46	1779.17	9374.08	9719.72	9994.23			1511.64	3357.03	6609.06	4271.39	3275.86	2475.99	2289.08	4412.47
Q96H20	Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	4202.24	3756.45	4273.15	4295.35	4309.76	4304.21	4407.1	3994.36	4260.48	4050.03	3900.11	4575.94	4204.96	4500.89	4059.96	2503.54	2994.04	3394.35				7161.91	10552.7	4407.4	5050.94	3040.78	4359.46	4302.54	4032.42	3462.69	7116.38	8252.16		5826.17	10137.6	7545.01	3859.39	7778.09	4650.25	4373.51
Q96H79	Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	2145.15	1946.6	2283.01	1491.32	1811.02	1702.19	2477.23	1836.64	2036.74	795.817	2435.36	544.288	2819.74	2165.9	3316.51	2010.24	1815.65	1652.25				1573.77	1782.57					1766.84	1935	1564.93				4010.35				2962.34	2997.71	2576.68
Q96HA7	Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein	2008.41	1899.36	1796.28	1544.99	1861.79	1560.5	2202.39	2138.81	2136.05	1518.1	1607.49	1130.82	1489.19	1307.33	1894.88	1201.66	1681.6	2075.05										3234.66	2054.47	1917.39							5049.29			
Q96HA8	Q96HA8	NTAQ1_HUMAN	NTAQ1	Protein N-terminal glutamine amidohydrolase	2170.82	2538.12	2166.64	1104.94	2480.07	1748.86	2569.21	2353.6	2196.14	1454.28	2580.63	1040.3	3061.51	2809.29	2474.14	2971.92	3674.97	4012.82					1693.54	3137.6				2387.98	3305.97	1840.54						3692.6		973.318		
Q96HC4	Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	942.618		498.434	790.041	707.036	1031.59	641.719	567.705	574.352	676.498	846.37	392.422	581.733	710.02	749.403	810.546	895.021											676.279	967.398	1144.67		3715.57		3463.61		4013.94		2130.03		1805.01
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	26751.4	26096.5	26216.4	28274.1	26573	27495.7	25952.8	24855.3	25305	24807.9	23566.7	23873.7	29795	29317.1	29670.8	29770.2	28449.1	29017.9	12588	8058.54	5053.48	18382.9	18284.4	16626.8	10805.3	10444.7	10420.1	26774.4	27248.4	26885.2	19393.7	16792.5	18283.4	14850.7	14937.9	13315.1	14938.6	12198.7	12699.1	14193.7
Q96HN2	Q96HN2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	1428.22	890.944	1207.45	840.971	1013.33	1375.55	1400.77	1355.57	1165.79	1341.88	1933.84	1657.02	1007.51	972.809	1405.81	1287.81	1168.25	1078.96							2886.4	1110.92		1438.89	1651.35	1202.41				3444.71		3894.52	1937.87	979.705	2461.17	1376.36
Q96HR3	Q96HR3	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	2228.16	2140.79	2513.13	2265.87	2338.34	2937.04	2117.11	2254.49	2634.61	2548.21	2441.77	2149.65	1856.38	2181.19	1701.17	1215.35	1422.06	1449.44										2196.19	1510.33	2967.8										
Q96HR8	Q96HR8	NAF1_HUMAN	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1	1689.12	2553.52	1775.82	2338.24	1745.08	2562.29	2186.02	2336.61	1810.31	2217.76	2165.91	2358.69	1843.74	1625.5	1900.76	2175.44		2506.81						6284.04	3182.2	2744.94	3306.8	1159.19	2046.61	3019.62								1914.41		
Q96HS1	Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1029.71			1430.44	1201.74	1446.75	890.496	1494.63	1329.56				1256.25	816.321	1336.98		1510.67	1273.77																						
Q96HW7	Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	491.591	623.907	471.841	355.314	461.154		365.458	387.882	661.955	373.741	679.055	610.098	360.442	472.825	330.72		334.493											745.232		557.432										
Q96I15	Q96I15	SCLY_HUMAN	SCLY	Selenocysteine lyase	8830.94	8090.82	8720.26	7243.98	8154.32	7998.52	8233.14	8396.74	7873.83	7858.27	8134.29	7100.24	8571.29	9371.43	8430.91	8006.93	9254.66	8499.47							4328.3	3415.18	4023.27	7953.9	7309.94	7070.8		4016.74		865.911		4539.71		2782.25		1714.16
Q96I24	Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	2129.64	1643.79	1958.12	2026.07	1911.33	2235.8	1891.22	1970.42	2207.46	2280.06	2543.22	2052.33	1722.25	1957.91	2144.91	1659.11	1554.77	2075.1				3358.2				1312.91		2207.42	1941.64	2096.63		3321.64				6269.22		2747.69	2438.17	
Q96I25	Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	6676.56	7910.87	5859.24	7388.9	5445.23	9460.49	6999.43	7498.6	6512.02	5842.89	4431.75	4419.61	4743.66	5492.8	5064.32	6333.32	5909.02	6891.68	15579.1		15568.3	15765.6	13728.9	12390	18644	10831.8	14686.6	10976.5	9982.79	13418.6	18937.2	15635.3	22016.5	21052.2	13996.9	12930.3	18620.9	16694.3	15702.9	17577.8
Q96I59	Q96I59	SYNM_HUMAN	NARS2	Asparaginyl-tRNA synthetase	1330.88		1102.05		875.414		955.361	1090.27	787.617	978.269	739.819	871.46	1027.64	1038.81	1233.53	2275.55	2063.81	1389.93										1446.25	733.463	908.472										
Q96I99	Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	3019.73	3364.58	3321.85	3251.62	3123.74	3825.04	2757.74	2665.57	2919.21	2840.93	2874.79	2787.7	2786.95	2595.91	3211.29	3507.85	3507.38	3870.86			4750.72				3738.75		3309.44	3371.16	3467.84	3969.67								2514.24		1439.18
Q96II8	Q96II8	LRCH3_HUMAN	LRCH3	DISP complex protein LRCH3	1053.37	844.192	977.514		1198.69	843.785	815.563	1095.75	1068.28	1423.49	1423.37	846.783	576.792	1611.21	1327.11	304.547	1025.54											1147.48	406.914	958.153										
Q96IJ6	Q96IJ6	GMPPA_HUMAN	GMPPA	Mannose-1-phosphate guanyltransferase alpha	8660.63	8995.13	8206.47	10002.4	7965.46	10722.8	7373.17	7857.37	7776.11	7002.11	6146.11	4436.28	7711.7	6840.58	7108.1	9016.64	8422.67	7874.89	12871.5		11142.7	8691.23	5683.86	14844.7	8591.74	10667.9	9540.29	7386.99	6566.02	6803.53		3594.43	7206.2	7892.03		9157.58	5734.88	7561.17	5771.25	7921.94
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Putative protein-lysine deacylase ABHD14B	30082.1	22002.7	28311.6	22539.1	29467.7	23253.5	24188.9	17589.3	16304.1	13972	15147.7	12865.9	22037.7	21262.1	22008.6	32462.6	35976.2	37285.8	26355.4	30628.3	23231.4	12676.3	6807.39	18694.9	9888.18	9040.75	8859.88	23359.6	24304.2	27779.5	14102.5	16358.6	23511.9	10479.6	20951	10505.4	11588.3	8213.93	9015.31	10613.9
Q96IV0	Q96IV0	NGLY1_HUMAN	NGLY1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	3736.09	3055.69	3284.59	3195.86	3752.35	3859.47	3367.19	3274	3516.88	3311.64	3022.91	2965.14	3095.99	3825.23	2839.97	3426.06	2562.1	4044.17				11613.4			3252.4	2872.24	4598.89	3466.02	3399.82	2927.79							6589.11	3585.25		3132.21
Q96IY1	Q96IY1	NSL1_HUMAN	NSL1	Kinetochore-associated protein NSL1 homolog	2695.13	3546.89	3130.17	3907.4	3573.81	3094.25	3203.78	2902.47	3711.39	3685.91	2362.87	3349.35	1848.63	2876.06	2897.37	3582.37	2736.29	2855.53										3386.7	3155.63	3618.21										4621.31
Q96IZ7	Q96IZ7	RSRC1_HUMAN	RSRC1	Serine/Arginine-related protein 53	1441.29	1801.23	1421.19	1479.56	1960.13	1344.13	1601.06	1253.65	1258.18	1203.98	944.244	974.05	952.708	933.119	1259.24															946.593										
Q96J01	Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3	12020.7	15363.2	12879.3	19719.9	13193.3	18380.2	13801.7	12236.6	13529.5	11790.2	11563.9	12590.3	12904.2	13573.5	14196.3	16285	18251.9	17706.8	6638.1				7412.61	5588.6	6268.31	3963.76	4485.11	20720.7	21306.8	20294.6		4333.35	7687.36	4249.66	10938	4716.61	4304.14	12313.5	2336.83	7104.96
Q96J02	Q96J02	ITCH_HUMAN	ITCH	E3 ubiquitin-protein ligase Itchy homolog	1455.97	1257.72	1113.55	1601.43	1214.45	1451.82	1131.05	1015.8	1410.39	1278.44	1310.82	1328.77	1179.12	1298.27	1304.8	961.073	1159.54	1205.71					4789.14	3107.98	2761.7	1260.01	1658.09	1446.3	1075.03	1236.03					5558.61			1849.97		3082.25
Q96J02;Q96PU5	Q96J02;Q96PU5	ITCH_HUMAN;NED4L_HUMAN	ITCH;NEDD4L	E3 ubiquitin-protein ligase Itchy homolog	1841.4	2016.54	1824.44	2008.28	2229.65	2030	1706.98	1823.8	2085.03				1664.84	1433.81	1710.09	1662.12	1720.22	1447.38										1562.25	1403.23	1624.08										
Q96JB2	Q96JB2	COG3_HUMAN	COG3	Conserved oligomeric Golgi complex subunit 3	2141.02	2175.13	2650.82	1884.83	2318.01	2702.4	2244.36	2330.67	2406.05	2192.4	2370.74	2168.31	2310.13	2318.25	2441.92	1345.22	1950.14	2364.4									10997.6	2369.63	2730.18	1762.28								3691.95		3208.05
Q96JB5	Q96JB5	CK5P3_HUMAN	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	1948.85	2045.3	1883.78	2388.95	1706.57	2207.36	2164.33	2005.56	2539.95	1736.55	1421.67	2031.23	1895.5	1693.25	1810.16	2145.39	1688.52	1679.96							2769.84			3190.5	2025.96	2775.66							15155.1			11995.3
Q96JG6	Q96JG6	VPS50_HUMAN	VPS50	Syndetin	601.009		525.231	460.541	465.562	468.717	538.052	661.385	468.616		512.712		521.875	425.777	399.264		275.523	400.922											412.278	533.371										411.347
Q96JH7	Q96JH7	VCIP1_HUMAN	VCPIP1	Deubiquitinating protein VCPIP1	4241.72	4284.4	4377.22	3252.71	4207.75	4947.78	4157.61	4187.96	4529.19	5045.29	4509.74	4472.24	4328.81	4100.11	3910.4	2860.18	3504.74	4122.64							6501.46	4983.4		3638.93	3399.99	3595.28				4391.39			6677.31	3725.4	2705.81	3911.09
Q96JJ3	Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2	1505.17	1518.12	1387.33	865.18	1367.37	1507.79	1561.12	1345.24	1355.81	1226.95	1087.23	1230.3	1333.76	1452.29	1561.92	1042.39	992.669					1684.36			2406.3		4165.66	1128.37	1131.27	591.158							2183.8	870.153		1463.18
Q96JK2	Q96JK2	DCAF5_HUMAN	DCAF5	DDB1- and CUL4-associated factor 5	5852.45	5624.97	5867.85	4978.53	5590.57	5468.26	5874.61	5637.97	5993.37	4068.56	3926.45	4260.37	4948.97	4853.57	4580.36	5813.97	4865.42	5107.72	16100.9			5931.56	3475.18	3860.92	4053.32	4579.22	4167.91	6028.92	5530.77	6275.66		8576.04		3426.02			6746.28	5087.67	5251.71	4672.83
Q96JP5	Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	4689.15	4733.56	4200.13	4321.66	5327.31	3657.31	5175.49	4238.8	3352.54				2162.53	2525.39	3531.67	3279.48	2530.87	3813.14							1460.64	2331.28		3456.14	3573.65	3589.46	3445.37			2649.17		3984.07	1967.03			2240.86
Q96JQ0	Q96JQ0	PCD16_HUMAN	DCHS1	Protocadherin-16	13399.3	967.837	13219.5	2192.7	13366.3	2307.41	11283.6	12006	11447.3	7402.96	6248.77	5073.38	10344.8	10652.5	9402.3	3812.09	3964.33	2601.87										1259.99	785.07	1785.24										
Q96JY6	Q96JY6	PDLI2_HUMAN	PDLIM2	PDZ and LIM domain protein 2	1238.54	1080.83	1067.16	1540.59	1289.83	1058.15	1186.44	898.212	1044.34	1373.2	1357.12	1519.61	1057.75	798.143	918.185	1053.77		1087.06								3659.71		1054.1	876.629					3898.15						
Q96K17	Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	1673.76	1075.94	1558.12	1402.85	1416.92	1508.77	1118.88	1082.83	1189.85	1317.18	1217.72	1370.03	715.364	872.666	1089.93	830.562		1835.04					1960.39	5137.7			1811.22	1768.28	1245.82	1522.42		2844.08						2011.46	2201.81	1610.45
Q96K58	Q96K58	ZN668_HUMAN	ZNF668	Zinc finger protein 668	2947.33	3789.29	2995.41	2202.9	2558.86	3643.48	2723.19	3175.88	2745.55	2745.93	2256.05	1940.14	2704.55	2821.66	2326.42	2690.71	2296.02	2746.26										2580.24	1995.54	3064.65										
Q96K76	Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	19995.8	18687.7	19446.1	19248.5	20144.9	19507	20288.7	20279	19891.3	17815.3	16974.7	18089.9	18990.6	19439.5	19211	21869.9	21889.7	20510.7	10751			14245.6	20297.3	12677.2	14916.2	11665.9	13937.4	18168.8	18823.8	18897.8	18015.5	9895.23	12454.6	13893.6	14010.7	9897.79	14747.8	14252.4	13430.1	13109.7
Q96KB5	Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase	27655.6	28540.8	28075.7	29954.1	26054.3	27672.5	28819.3	28146.9	28159.5	16061.2	22673.5	13769.5	29772.5	28054.7	28002.7	23792.8	21831.7	23641				22763.7	23343	26170.6	22815.7	21378.5	22653.7	25856.7	26129.6	26082.8	20193.9	26896.4	29933.6	27936.9	28734.3	24801.4	27417.8	25709.1	21518.7	23112.1
Q96KG9	Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	1556.19	1712.62	1181.93	2325.74	2058	2089.1	2326.11	1346.14	2504.6				1348.77	1670.98	1923.04	905.699	1607.92	1442.75				2427.76			3742.13	3137.55	2830.97	2238.39	2156.1	2138.94							2519.82			
Q96KP1	Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2	323.656		203.79	636.171	495.624		378.8		195.222	187.284	378.684	216.947	261.618	319.111	299.121	144.173		487.777																						
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	162447	175079	168534	161796	167076	165390	174552	186457	177560	133737	140188	141072	165014	159550	161711	268399	263429	268746	66416.8	75166.3	76707.1	71685.4	72209.2	64177.4	59901.3	68149.7	68614	149665	140714	147554	64612.1	50382.6	60946.5	56971.2	60605.9	53477.2	67815.5	52303.1	59045.4	55504
Q96KR1	Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	432.027	451.964	639.528	646.171	538.545	713.516	769.273	713.97	657.675	241.846	257.954		312.65	433.17	465.718	287.036	505.621	355.237								723.567	923.026	416.376	856.512	418.715										598.826
